# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 100300    6.45e-02  5.89e-02    1.95e-04  1.32e-04    8.53e-03  7.79e-03    2.8e-04
 100400    6.44e-02  5.33e-02    3.11e-04  3.53e-04    8.51e-03  7.04e-03    2.8e-04
 100500    6.46e-02  5.79e-02    7.55e-04  7.77e-04    8.54e-03  7.66e-03    2.8e-04
 100600    6.40e-02  5.74e-02    2.77e-04  2.44e-04    8.47e-03  7.60e-03    2.8e-04
 100700    6.81e-02  6.02e-02    2.33e-04  2.25e-04    9.01e-03  7.96e-03    2.8e-04
 100800    6.97e-02  5.94e-02    2.42e-04  1.65e-04    9.22e-03  7.86e-03    2.8e-04
 100900    6.82e-02  5.85e-02    3.09e-04  2.70e-04    9.02e-03  7.73e-03    2.8e-04
 101000    6.68e-02  6.89e-02    3.27e-04  1.91e-04    8.83e-03  9.11e-03    2.8e-04
 101100    6.56e-02  6.53e-02    6.48e-04  6.46e-04    8.67e-03  8.63e-03    2.8e-04
 101200    6.98e-02  6.30e-02    2.58e-04  2.92e-04    9.22e-03  8.34e-03    2.8e-04
 101300    7.01e-02  6.70e-02    2.82e-04  3.69e-04    9.27e-03  8.85e-03    2.8e-04
 101400    6.87e-02  5.65e-02    5.67e-04  5.28e-04    9.08e-03  7.47e-03    2.8e-04
 101500    6.98e-02  6.06e-02    3.00e-04  2.17e-04    9.23e-03  8.01e-03    2.8e-04
 101600    7.11e-02  7.04e-02    4.29e-04  1.15e-03    9.40e-03  9.30e-03    2.8e-04
 101700    6.91e-02  6.59e-02    2.66e-04  1.76e-04    9.14e-03  8.71e-03    2.8e-04
 101800    7.53e-02  6.41e-02    7.38e-04  8.40e-04    9.95e-03  8.47e-03    2.8e-04
 101900    7.20e-02  6.61e-02    3.66e-04  1.75e-04    9.52e-03  8.74e-03    2.8e-04
 102000    1.19e-01  8.54e-02    4.17e-04  6.18e-04    1.57e-02  1.13e-02    2.8e-04
 102100    6.70e-02  7.33e-02    3.68e-04  4.46e-04    8.86e-03  9.69e-03    2.8e-04
 102200    7.08e-02  5.47e-02    3.86e-04  4.51e-04    9.37e-03  7.23e-03    2.8e-04
 102300    6.72e-02  7.50e-02    4.30e-04  4.11e-04    8.88e-03  9.91e-03    2.8e-04
 102400    7.46e-02  6.93e-02    3.04e-04  2.63e-04    9.87e-03  9.16e-03    2.8e-04
 102500    7.34e-02  7.08e-02    4.17e-04  3.13e-04    9.70e-03  9.36e-03    2.8e-04
 102600    9.63e-02  7.45e-02    5.73e-04  3.36e-04    1.27e-02  9.85e-03    2.8e-04
 102700    6.89e-02  6.80e-02    4.51e-04  3.99e-04    9.11e-03  8.99e-03    2.8e-04
 102800    8.51e-02  7.55e-02    1.17e-03  1.34e-03    1.13e-02  9.98e-03    2.8e-04
 102900    6.58e-02  7.00e-02    2.26e-04  2.94e-04    8.70e-03  9.26e-03    2.8e-04
 103000    7.54e-02  7.11e-02    2.55e-04  2.63e-04    9.98e-03  9.41e-03    2.8e-04
 103100    7.23e-02  6.50e-02    3.02e-04  2.39e-04    9.56e-03  8.59e-03    2.8e-04
 103200    6.84e-02  6.82e-02    3.44e-04  2.37e-04    9.05e-03  9.02e-03    2.8e-04
 103300    6.75e-02  6.33e-02    5.07e-04  5.00e-04    8.92e-03  8.37e-03    2.8e-04
 103400    7.86e-02  6.38e-02    3.68e-04  2.82e-04    1.04e-02  8.44e-03    2.8e-04
 103500    6.57e-02  6.48e-02    2.41e-04  3.19e-04    8.69e-03  8.57e-03    2.8e-04
 103600    7.08e-02  7.17e-02    4.81e-04  4.99e-04    9.36e-03  9.47e-03    2.8e-04
 103700    7.19e-02  6.50e-02    1.83e-04  1.26e-03    9.51e-03  8.59e-03    2.8e-04
 103800    6.99e-02  6.20e-02    5.87e-04  6.42e-04    9.24e-03  8.19e-03    2.8e-04
 103900    6.63e-02  6.91e-02    2.36e-04  3.21e-04    8.77e-03  9.14e-03    2.8e-04
 104000    7.60e-02  6.82e-02    3.25e-04  4.16e-04    1.00e-02  9.02e-03    2.8e-04
 104100    6.85e-02  5.94e-02    3.43e-04  2.46e-04    9.06e-03  7.86e-03    2.8e-04
 104200    6.62e-02  5.95e-02    4.39e-04  2.99e-04    8.75e-03  7.87e-03    2.8e-04
 104300    7.13e-02  7.49e-02    3.50e-04  3.56e-04    9.43e-03  9.91e-03    2.8e-04
 104400    7.70e-02  7.78e-02    7.07e-04  6.33e-04    1.02e-02  1.03e-02    2.8e-04
 104500    7.18e-02  6.91e-02    7.06e-04  6.66e-04    9.49e-03  9.13e-03    2.8e-04
 104600    6.79e-02  6.03e-02    6.19e-04  7.35e-04    8.97e-03  7.97e-03    2.8e-04
 104700    7.07e-02  6.76e-02    7.68e-04  6.23e-04    9.35e-03  8.94e-03    2.8e-04
 104800    7.57e-02  6.42e-02    4.40e-04  3.70e-04    1.00e-02  8.49e-03    2.8e-04
 104900    7.16e-02  6.01e-02    2.42e-04  1.64e-04    9.47e-03  7.94e-03    2.8e-04
 105000    8.11e-02  7.54e-02    8.41e-04  6.80e-04    1.07e-02  9.97e-03    2.8e-04
 105100    7.33e-02  5.89e-02    1.81e-04  1.90e-04    9.69e-03  7.79e-03    2.8e-04
 105200    7.21e-02  5.94e-02    2.17e-04  3.43e-04    9.54e-03  7.86e-03    2.8e-04
 105300    7.32e-02  7.42e-02    7.99e-04  6.43e-04    9.68e-03  9.81e-03    2.8e-04
 105400    6.91e-02  6.10e-02    5.94e-04  4.94e-04    9.14e-03  8.07e-03    2.8e-04
 105500    7.01e-02  6.46e-02    4.74e-04  4.55e-04    9.27e-03  8.54e-03    2.8e-04
 105600    6.72e-02  6.02e-02    4.49e-04  4.04e-04    8.89e-03  7.96e-03    2.8e-04
 105700    6.81e-02  7.08e-02    3.77e-04  3.64e-04    9.01e-03  9.36e-03    2.8e-04
 105800    7.62e-02  6.51e-02    3.49e-04  3.18e-04    1.01e-02  8.61e-03    2.8e-04
 105900    7.92e-02  8.63e-02    4.60e-04  3.34e-04    1.05e-02  1.14e-02    2.8e-04
 106000    7.97e-02  6.68e-02    5.74e-04  5.51e-04    1.05e-02  8.83e-03    2.8e-04
 106100    7.70e-02  7.21e-02    4.98e-04  4.88e-04    1.02e-02  9.54e-03    2.8e-04
 106200    7.06e-02  8.09e-02    1.02e-03  9.98e-04    9.32e-03  1.07e-02    2.8e-04
 106300    7.30e-02  6.28e-02    3.24e-04  2.13e-04    9.66e-03  8.30e-03    2.8e-04
 106400    7.29e-02  7.12e-02    3.97e-04  2.88e-04    9.64e-03  9.41e-03    2.8e-04
 106500    7.19e-02  7.23e-02    3.72e-04  3.26e-04    9.50e-03  9.56e-03    2.8e-04
 106600    6.67e-02  6.78e-02    4.63e-04  5.98e-04    8.82e-03  8.96e-03    2.8e-04
 106700    7.62e-02  6.51e-02    2.34e-04  2.77e-04    1.01e-02  8.61e-03    2.8e-04
 106800    7.06e-02  6.33e-02    6.10e-04  6.38e-04    9.33e-03  8.37e-03    2.8e-04
 106900    7.43e-02  6.67e-02    2.97e-04  3.31e-04    9.82e-03  8.82e-03    2.8e-04
 107000    7.61e-02  7.11e-02    6.77e-04  7.73e-04    1.01e-02  9.40e-03    2.8e-04
 107100    6.93e-02  7.03e-02    3.07e-04  3.43e-04    9.16e-03  9.30e-03    2.8e-04
 107200    8.12e-02  7.38e-02    3.15e-04  3.57e-04    1.07e-02  9.76e-03    2.8e-04
 107300    6.95e-02  6.94e-02    4.66e-04  5.46e-04    9.18e-03  9.17e-03    2.8e-04
 107400    6.44e-02  5.94e-02    4.96e-04  4.97e-04    8.52e-03  7.86e-03    2.8e-04
 107500    6.80e-02  6.23e-02    2.04e-04  1.47e-04    8.99e-03  8.24e-03    2.8e-04
 107600    6.48e-02  7.18e-02    3.66e-04  2.74e-04    8.57e-03  9.50e-03    2.8e-04
 107700    7.21e-02  6.98e-02    5.14e-04  6.82e-04    9.54e-03  9.23e-03    2.8e-04
 107800    7.43e-02  5.81e-02    3.38e-04  2.33e-04    9.82e-03  7.69e-03    2.8e-04
 107900    1.05e-01  7.16e-02    4.03e-04  3.39e-04    1.39e-02  9.47e-03    2.8e-04
 108000    6.58e-02  5.84e-02    4.36e-04  5.86e-04    8.71e-03  7.72e-03    2.8e-04
 108100    7.08e-02  6.31e-02    7.71e-04  4.23e-04    9.36e-03  8.34e-03    2.8e-04
 108200    8.06e-02  7.97e-02    8.13e-04  6.83e-04    1.07e-02  1.05e-02    2.8e-04
 108300    6.83e-02  7.11e-02    3.54e-04  2.56e-04    9.03e-03  9.40e-03    2.8e-04
 108400    7.50e-02  5.89e-02    3.93e-04  4.17e-04    9.92e-03  7.79e-03    2.8e-04
 108500    6.77e-02  6.67e-02    3.83e-04  2.79e-04    8.95e-03  8.82e-03    2.8e-04
 108600    6.91e-02  5.94e-02    6.44e-04  5.92e-04    9.14e-03  7.85e-03    2.8e-04
 108700    7.49e-02  6.93e-02    7.25e-04  7.61e-04    9.90e-03  9.16e-03    2.8e-04
 108800    6.70e-02  6.88e-02    5.54e-04  4.38e-04    8.85e-03  9.09e-03    2.8e-04
 108900    6.62e-02  6.94e-02    3.04e-04  2.93e-04    8.75e-03  9.17e-03    2.8e-04
 109000    7.23e-02  6.79e-02    2.02e-04  2.45e-04    9.56e-03  8.97e-03    2.8e-04
 109100    7.08e-02  6.33e-02    3.77e-04  4.81e-04    9.36e-03  8.37e-03    2.8e-04
 109200    7.96e-02  8.29e-02    7.06e-04  6.39e-04    1.05e-02  1.10e-02    2.8e-04
 109300    8.63e-02  7.63e-02    3.66e-04  3.87e-04    1.14e-02  1.01e-02    2.8e-04
 109400    6.54e-02  6.70e-02    1.96e-04  2.21e-04    8.65e-03  8.87e-03    2.8e-04
 109500    7.22e-02  6.82e-02    2.43e-04  3.22e-04    9.54e-03  9.01e-03    2.8e-04
 109600    6.39e-02  6.42e-02    7.86e-04  5.64e-04    8.45e-03  8.49e-03    2.8e-04
 109700    7.59e-02  6.99e-02    5.07e-04  4.61e-04    1.00e-02  9.24e-03    2.8e-04
 109800    6.98e-02  6.77e-02    3.34e-04  1.20e-04    9.23e-03  8.95e-03    2.8e-04
 109900    7.30e-02  6.19e-02    2.57e-04  3.73e-04    9.65e-03  8.19e-03    2.8e-04
 110000    7.84e-02  6.07e-02    5.07e-04  5.32e-04    1.04e-02  8.02e-03    2.8e-04
 110100    6.50e-02  5.48e-02    3.12e-04  2.50e-04    8.59e-03  7.24e-03    2.8e-04
 110200    6.95e-02  6.39e-02    2.86e-04  3.30e-04    9.19e-03  8.45e-03    2.8e-04
 110300    7.10e-02  6.50e-02    3.91e-04  3.22e-04    9.39e-03  8.59e-03    2.8e-04
 110400    7.07e-02  7.80e-02    3.82e-04  1.25e-03    9.36e-03  1.03e-02    2.8e-04
 110500    7.60e-02  7.52e-02    9.23e-04  9.18e-04    1.00e-02  9.95e-03    2.8e-04
 110600    6.73e-02  6.51e-02    3.99e-04  4.84e-04    8.89e-03  8.61e-03    2.8e-04
 110700    6.03e-02  6.14e-02    2.06e-04  2.09e-04    7.97e-03  8.13e-03    2.8e-04
 110800    6.89e-02  6.77e-02    2.27e-04  1.86e-04    9.11e-03  8.95e-03    2.8e-04
 110900    7.14e-02  6.99e-02    5.46e-04  3.70e-04    9.44e-03  9.24e-03    2.8e-04
 111000    7.37e-02  6.46e-02    2.89e-04  1.45e-04    9.75e-03  8.54e-03    2.8e-04
 111100    6.76e-02  5.53e-02    8.53e-04  7.81e-04    8.93e-03  7.30e-03    2.8e-04
 111200    7.39e-02  7.49e-02    7.38e-04  1.13e-03    9.76e-03  9.90e-03    2.8e-04
 111300    9.79e-02  8.50e-02    4.68e-04  4.35e-04    1.29e-02  1.12e-02    2.8e-04
 111400    7.19e-02  5.95e-02    3.86e-04  4.51e-04    9.50e-03  7.87e-03    2.8e-04
 111500    7.18e-02  6.29e-02    3.72e-04  4.78e-04    9.50e-03  8.32e-03    2.8e-04
 111600    7.46e-02  6.31e-02    2.08e-04  3.08e-04    9.86e-03  8.34e-03    2.8e-04
 111700    7.11e-02  6.03e-02    4.55e-04  4.63e-04    9.40e-03  7.98e-03    2.8e-04
 111800    9.15e-02  7.37e-02    1.01e-03  9.77e-04    1.21e-02  9.74e-03    2.8e-04
 111900    7.06e-02  6.73e-02    3.59e-04  3.53e-04    9.33e-03  8.89e-03    2.8e-04
 112000    6.87e-02  5.73e-02    7.19e-04  7.56e-04    9.09e-03  7.57e-03    2.8e-04
 112100    6.58e-02  6.76e-02    5.75e-04  5.16e-04    8.69e-03  8.94e-03    2.8e-04
 112200    7.12e-02  7.18e-02    8.78e-04  7.54e-04    9.41e-03  9.49e-03    2.8e-04
 112300    6.26e-02  5.91e-02    3.59e-04  3.68e-04    8.27e-03  7.81e-03    2.8e-04
 112400    7.05e-02  7.50e-02    1.05e-03  8.25e-04    9.32e-03  9.92e-03    2.8e-04
 112500    7.65e-02  7.38e-02    9.20e-04  1.01e-03    1.01e-02  9.75e-03    2.8e-04
 112600    6.65e-02  6.45e-02    4.05e-04  4.21e-04    8.80e-03  8.53e-03    2.8e-04
 112700    7.17e-02  6.14e-02    3.13e-04  3.96e-04    9.48e-03  8.12e-03    2.8e-04
 112800    6.93e-02  7.01e-02    1.81e-04  3.26e-04    9.17e-03  9.27e-03    2.8e-04
 112900    6.46e-02  6.69e-02    7.71e-04  8.56e-04    8.54e-03  8.85e-03    2.8e-04
 113000    6.91e-02  6.56e-02    4.56e-04  3.51e-04    9.13e-03  8.67e-03    2.8e-04
 113100    7.13e-02  7.36e-02    5.63e-04  4.82e-04    9.42e-03  9.74e-03    2.8e-04
 113200    6.82e-02  5.78e-02    2.31e-04  2.16e-04    9.01e-03  7.65e-03    2.8e-04
 113300    6.47e-02  6.60e-02    3.15e-04  2.98e-04    8.56e-03  8.73e-03    2.8e-04
 113400    8.28e-02  7.39e-02    7.09e-04  4.63e-04    1.10e-02  9.77e-03    2.8e-04
 113500    6.37e-02  6.74e-02    5.71e-04  5.57e-04    8.43e-03  8.92e-03    2.8e-04
 113600    6.78e-02  6.32e-02    2.25e-04  1.37e-04    8.96e-03  8.35e-03    2.8e-04
 113700    6.92e-02  6.67e-02    5.29e-04  2.85e-04    9.15e-03  8.82e-03    2.8e-04
 113800    7.43e-02  6.74e-02    6.41e-04  6.94e-04    9.82e-03  8.90e-03    2.8e-04
 113900    7.13e-02  7.92e-02    4.28e-04  4.09e-04    9.43e-03  1.05e-02    2.8e-04
 114000    6.32e-02  6.10e-02    4.29e-04  4.16e-04    8.36e-03  8.07e-03    2.8e-04
 114100    7.42e-02  6.50e-02    7.74e-04  6.76e-04    9.81e-03  8.60e-03    2.8e-04
 114200    7.54e-02  6.68e-02    1.58e-04  2.49e-04    9.97e-03  8.84e-03    2.8e-04
 114300    7.22e-02  6.34e-02    4.08e-04  3.45e-04    9.55e-03  8.39e-03    2.8e-04
 114400    7.53e-02  6.91e-02    3.33e-04  3.66e-04    9.95e-03  9.14e-03    2.8e-04
 114500    7.44e-02  6.44e-02    6.45e-04  7.33e-04    9.84e-03  8.51e-03    2.8e-04
 114600    7.10e-02  6.85e-02    3.83e-04  3.87e-04    9.38e-03  9.05e-03    2.8e-04
 114700    7.15e-02  7.36e-02    6.94e-04  6.67e-04    9.45e-03  9.73e-03    2.8e-04
 114800    7.23e-02  7.12e-02    3.06e-04  2.13e-04    9.56e-03  9.42e-03    2.8e-04
 114900    7.18e-02  6.98e-02    1.09e-03  1.01e-03    9.48e-03  9.22e-03    2.8e-04
 115000    7.21e-02  7.29e-02    6.65e-04  6.41e-04    9.53e-03  9.63e-03    2.8e-04
 115100    7.19e-02  7.36e-02    3.54e-04  4.77e-04    9.51e-03  9.73e-03    2.8e-04
 115200    6.27e-02  6.26e-02    3.93e-04  3.51e-04    8.30e-03  8.28e-03    2.8e-04
 115300    6.40e-02  6.21e-02    1.20e-04  1.83e-04    8.47e-03  8.22e-03    2.8e-04
 115400    6.57e-02  5.27e-02    3.35e-04  4.20e-04    8.69e-03  6.96e-03    2.8e-04
 115500    7.14e-02  6.32e-02    8.78e-04  7.55e-04    9.44e-03  8.35e-03    2.8e-04
 115600    6.98e-02  5.62e-02    3.05e-04  2.89e-04    9.24e-03  7.43e-03    2.8e-04
 115700    8.33e-02  6.00e-02    5.89e-04  5.03e-04    1.10e-02  7.94e-03    2.8e-04
 115800    6.25e-02  6.25e-02    4.11e-04  3.74e-04    8.27e-03  8.27e-03    2.8e-04
 115900    7.68e-02  7.39e-02    2.45e-04  1.93e-04    1.02e-02  9.77e-03    2.8e-04
 116000    8.20e-02  6.60e-02    8.25e-04  9.24e-04    1.08e-02  8.72e-03    2.8e-04
 116100    8.39e-02  7.33e-02    6.54e-04  4.34e-04    1.11e-02  9.69e-03    2.8e-04
 116200    7.16e-02  6.16e-02    7.94e-04  8.09e-04    9.47e-03  8.14e-03    2.8e-04
 116300    7.75e-02  6.00e-02    5.36e-04  4.50e-04    1.02e-02  7.94e-03    2.8e-04
 116400    6.74e-02  6.24e-02    5.38e-04  4.57e-04    8.91e-03  8.25e-03    2.8e-04
 116500    6.75e-02  7.04e-02    3.04e-04  2.19e-04    8.93e-03  9.31e-03    2.8e-04
 116600    8.13e-02  6.43e-02    3.77e-04  3.22e-04    1.08e-02  8.51e-03    2.8e-04
 116700    6.33e-02  5.76e-02    2.91e-04  1.06e-03    8.37e-03  7.60e-03    2.8e-04
 116800    6.58e-02  7.62e-02    3.54e-04  2.09e-04    8.69e-03  1.01e-02    2.8e-04
 116900    6.62e-02  5.72e-02    1.98e-04  3.08e-04    8.75e-03  7.56e-03    2.8e-04
 117000    8.93e-02  6.06e-02    5.34e-04  3.92e-04    1.18e-02  8.01e-03    2.8e-04
 117100    8.74e-02  7.33e-02    7.00e-04  8.87e-04    1.16e-02  9.69e-03    2.8e-04
 117200    7.65e-02  7.59e-02    4.99e-04  5.38e-04    1.01e-02  1.00e-02    2.8e-04
 117300    7.09e-02  6.95e-02    3.15e-04  3.15e-04    9.37e-03  9.19e-03    2.8e-04
 117400    7.54e-02  6.96e-02    4.15e-04  3.32e-04    9.97e-03  9.21e-03    2.8e-04
 117500    6.19e-02  5.74e-02    1.84e-04  2.07e-04    8.19e-03  7.59e-03    2.8e-04
 117600    6.23e-02  6.41e-02    5.43e-04  5.48e-04    8.24e-03  8.47e-03    2.8e-04
 117700    6.85e-02  6.18e-02    4.74e-04  3.02e-04    9.06e-03  8.17e-03    2.8e-04
 117800    6.83e-02  5.52e-02    2.41e-04  2.93e-04    9.03e-03  7.30e-03    2.8e-04
 117900    6.96e-02  6.89e-02    8.34e-04  9.13e-04    9.20e-03  9.11e-03    2.8e-04
 118000    9.18e-02  8.49e-02    4.75e-04  4.60e-04    1.21e-02  1.12e-02    2.8e-04
 118100    6.24e-02  6.55e-02    4.56e-04  4.87e-04    8.24e-03  8.66e-03    2.8e-04
 118200    6.99e-02  7.24e-02    6.83e-04  7.93e-04    9.25e-03  9.57e-03    2.8e-04
 118300    6.89e-02  6.82e-02    2.33e-04  2.82e-04    9.11e-03  9.02e-03    2.8e-04
 118400    6.73e-02  5.60e-02    4.02e-04  2.33e-04    8.89e-03  7.40e-03    2.8e-04
 118500    6.40e-02  5.96e-02    2.82e-04  2.93e-04    8.46e-03  7.88e-03    2.8e-04
 118600    6.33e-02  6.09e-02    5.03e-04  3.84e-04    8.37e-03  8.06e-03    2.8e-04
 118700    6.96e-02  5.92e-02    4.88e-04  2.75e-04    9.20e-03  7.83e-03    2.8e-04
 118800    6.55e-02  6.46e-02    3.23e-04  3.30e-04    8.67e-03  8.55e-03    2.8e-04
 118900    6.16e-02  6.34e-02    4.17e-04  2.80e-04    8.14e-03  8.38e-03    2.8e-04
 119000    6.56e-02  7.03e-02    3.71e-04  4.33e-04    8.67e-03  9.29e-03    2.8e-04
 119100    9.93e-02  8.48e-02    3.73e-04  4.15e-04    1.31e-02  1.12e-02    2.8e-04
 119200    8.23e-02  6.76e-02    4.41e-04  3.28e-04    1.09e-02  8.93e-03    2.8e-04
 119300    6.45e-02  6.86e-02    6.25e-04  6.50e-04    8.52e-03  9.07e-03    2.8e-04
 119400    7.11e-02  5.62e-02    2.19e-04  2.89e-04    9.41e-03  7.43e-03    2.8e-04
 119500    7.06e-02  6.82e-02    5.35e-04  6.44e-04    9.34e-03  9.02e-03    2.8e-04
 119600    7.20e-02  6.80e-02    3.93e-04  3.49e-04    9.52e-03  9.00e-03    2.8e-04
 119700    6.65e-02  6.79e-02    6.46e-04  8.31e-04    8.79e-03  8.97e-03    2.8e-04
 119800    7.17e-02  5.29e-02    4.72e-04  5.05e-04    9.47e-03  7.00e-03    2.8e-04
 119900    6.76e-02  5.72e-02    4.85e-04  5.34e-04    8.93e-03  7.56e-03    2.8e-04
 120000    4.66e-02  5.56e-02    7.07e-04  1.05e-03    8.15e-03  9.72e-03    1.6e-04
 120100    4.55e-02  4.48e-02    1.64e-04  2.22e-04    7.98e-03  7.85e-03    1.6e-04
 120200    4.45e-02  4.07e-02    1.95e-04  1.85e-04    7.80e-03  7.12e-03    1.6e-04
 120300    4.56e-02  4.37e-02    2.69e-04  2.50e-04    7.99e-03  7.66e-03    1.6e-04
 120400    4.51e-02  4.39e-02    1.53e-04  2.28e-04    7.89e-03  7.69e-03    1.6e-04
 120500    4.41e-02  4.48e-02    4.19e-04  2.28e-04    7.73e-03  7.84e-03    1.6e-04
 120600    4.64e-02  4.12e-02    3.47e-04  3.70e-04    8.13e-03  7.21e-03    1.6e-04
 120700    4.53e-02  4.49e-02    4.90e-04  5.69e-04    7.93e-03  7.86e-03    1.6e-04
 120800    4.77e-02  3.81e-02    2.36e-04  2.55e-04    8.35e-03  6.68e-03    1.6e-04
 120900    4.54e-02  4.40e-02    4.05e-04  3.78e-04    7.94e-03  7.71e-03    1.6e-04
 121000    4.42e-02  3.91e-02    6.37e-04  6.16e-04    7.74e-03  6.85e-03    1.6e-04
 121100    4.93e-02  4.64e-02    4.64e-04  4.07e-04    8.64e-03  8.12e-03    1.6e-04
 121200    4.60e-02  4.58e-02    3.27e-04  3.21e-04    8.06e-03  8.03e-03    1.6e-04
 121300    4.51e-02  3.83e-02    2.72e-04  2.00e-04    7.91e-03  6.72e-03    1.6e-04
 121400    4.80e-02  4.42e-02    2.06e-04  1.42e-04    8.40e-03  7.75e-03    1.6e-04
 121500    4.81e-02  4.61e-02    3.78e-04  3.72e-04    8.42e-03  8.08e-03    1.6e-04
 121600    4.96e-02  4.37e-02    4.22e-04  3.59e-04    8.68e-03  7.65e-03    1.6e-04
 121700    4.67e-02  4.44e-02    2.45e-04  2.27e-04    8.18e-03  7.78e-03    1.6e-04
 121800    4.64e-02  4.46e-02    2.64e-04  3.00e-04    8.13e-03  7.82e-03    1.6e-04
 121900    4.55e-02  4.45e-02    1.65e-04  1.99e-04    7.96e-03  7.79e-03    1.6e-04
 122000    4.53e-02  4.31e-02    2.91e-04  3.81e-04    7.93e-03  7.55e-03    1.6e-04
 122100    4.27e-02  4.53e-02    2.64e-04  1.86e-04    7.48e-03  7.94e-03    1.6e-04
 122200    4.84e-02  4.98e-02    4.42e-04  3.60e-04    8.47e-03  8.72e-03    1.6e-04
 122300    4.54e-02  4.55e-02    2.69e-04  2.27e-04    7.96e-03  7.96e-03    1.6e-04
 122400    4.38e-02  4.52e-02    2.11e-04  2.01e-04    7.67e-03  7.92e-03    1.6e-04
 122500    4.82e-02  4.12e-02    1.92e-04  1.74e-04    8.45e-03  7.22e-03    1.6e-04
 122600    4.71e-02  3.96e-02    3.23e-04  2.32e-04    8.25e-03  6.93e-03    1.6e-04
 122700    4.65e-02  4.09e-02    4.51e-04  3.43e-04    8.13e-03  7.17e-03    1.6e-04
 122800    4.36e-02  4.33e-02    4.13e-04  2.97e-04    7.64e-03  7.58e-03    1.6e-04
 122900    4.78e-02  5.08e-02    2.35e-04  1.92e-04    8.37e-03  8.91e-03    1.6e-04
 123000    4.73e-02  4.08e-02    3.13e-04  2.08e-04    8.29e-03  7.14e-03    1.6e-04
 123100    5.56e-02  5.15e-02    4.97e-04  5.08e-04    9.73e-03  9.01e-03    1.6e-04
 123200    4.59e-02  4.27e-02    2.33e-04  1.92e-04    8.04e-03  7.49e-03    1.6e-04
 123300    4.95e-02  4.44e-02    2.75e-04  2.38e-04    8.67e-03  7.78e-03    1.6e-04
 123400    4.99e-02  5.13e-02    1.82e-04  9.98e-05    8.74e-03  8.98e-03    1.6e-04
 123500    4.93e-02  4.59e-02    5.21e-04  3.57e-04    8.64e-03  8.04e-03    1.6e-04
 123600    5.34e-02  5.05e-02    6.95e-04  6.94e-04    9.36e-03  8.83e-03    1.6e-04
 123700    4.72e-02  4.55e-02    4.55e-04  4.87e-04    8.26e-03  7.96e-03    1.6e-04
 123800    4.63e-02  3.77e-02    3.05e-04  3.05e-04    8.10e-03  6.60e-03    1.6e-04
 123900    5.23e-02  4.89e-02    2.53e-04  2.19e-04    9.16e-03  8.57e-03    1.6e-04
 124000    5.25e-02  4.72e-02    2.96e-04  1.64e-04    9.19e-03  8.27e-03    1.6e-04
 124100    4.58e-02  4.01e-02    2.22e-04  1.62e-04    8.02e-03  7.02e-03    1.6e-04
 124200    4.41e-02  4.69e-02    2.47e-04  2.43e-04    7.73e-03  8.22e-03    1.6e-04
 124300    5.05e-02  5.08e-02    2.59e-04  1.70e-04    8.84e-03  8.90e-03    1.6e-04
 124400    4.88e-02  4.31e-02    8.64e-04  7.25e-04    8.53e-03  7.55e-03    1.6e-04
 124500    5.02e-02  4.67e-02    3.13e-04  2.16e-04    8.80e-03  8.18e-03    1.6e-04
 124600    4.84e-02  4.36e-02    3.00e-04  1.65e-04    8.47e-03  7.63e-03    1.6e-04
 124700    5.45e-02  4.56e-02    2.79e-04  3.77e-04    9.55e-03  7.99e-03    1.6e-04
 124800    4.92e-02  4.68e-02    2.92e-04  3.02e-04    8.61e-03  8.20e-03    1.6e-04
 124900    4.76e-02  4.34e-02    3.23e-04  2.37e-04    8.33e-03  7.60e-03    1.6e-04
 125000    4.82e-02  3.97e-02    2.44e-04  2.18e-04    8.44e-03  6.96e-03    1.6e-04
 125100    4.78e-02  4.15e-02    2.67e-04  3.27e-04    8.37e-03  7.27e-03    1.6e-04
 125200    4.58e-02  5.09e-02    3.30e-04  3.28e-04    8.02e-03  8.92e-03    1.6e-04
 125300    5.10e-02  4.75e-02    3.73e-04  1.09e-03    8.93e-03  8.30e-03    1.6e-04
 125400    4.44e-02  5.07e-02    2.55e-04  1.87e-04    7.78e-03  8.87e-03    1.6e-04
 125500    4.58e-02  3.88e-02    1.81e-04  2.34e-04    8.01e-03  6.80e-03    1.6e-04
 125600    4.82e-02  3.78e-02    1.75e-04  1.18e-04    8.44e-03  6.61e-03    1.6e-04
 125700    4.54e-02  4.19e-02    2.16e-04  2.24e-04    7.96e-03  7.34e-03    1.6e-04
 125800    4.46e-02  4.52e-02    3.71e-04  3.33e-04    7.80e-03  7.92e-03    1.6e-04
 125900    4.87e-02  4.29e-02    2.86e-04  2.22e-04    8.53e-03  7.51e-03    1.6e-04
 126000    4.47e-02  4.29e-02    2.09e-04  2.72e-04    7.84e-03  7.52e-03    1.6e-04
 126100    4.62e-02  4.44e-02    2.17e-04  1.80e-04    8.09e-03  7.77e-03    1.6e-04
 126200    4.88e-02  4.87e-02    2.90e-04  2.25e-04    8.55e-03  8.53e-03    1.6e-04
 126300    4.61e-02  4.61e-02    5.67e-04  4.95e-04    8.07e-03  8.08e-03    1.6e-04
 126400    5.08e-02  3.92e-02    3.49e-04  3.40e-04    8.90e-03  6.86e-03    1.6e-04
 126500    4.81e-02  4.38e-02    6.14e-04  1.07e-03    8.42e-03  7.66e-03    1.6e-04
