# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 245700    1.07e-02  8.75e-03    1.50e-04  1.60e-04    7.55e-03  6.18e-03    5.0e-06
 245800    1.07e-02  1.10e-02    1.42e-04  1.57e-04    7.58e-03  7.74e-03    5.0e-06
 245900    1.07e-02  8.66e-03    1.38e-04  1.54e-04    7.54e-03  6.12e-03    5.0e-06
 246000    1.08e-02  8.53e-03    2.01e-04  8.47e-05    7.59e-03  6.03e-03    5.0e-06
 246100    1.08e-02  1.06e-02    1.70e-04  7.33e-04    7.60e-03  7.37e-03    5.0e-06
 246200    1.06e-02  8.89e-03    1.48e-04  1.45e-04    7.52e-03  6.28e-03    5.0e-06
 246300    1.06e-02  1.10e-02    1.79e-04  2.14e-04    7.50e-03  7.78e-03    5.0e-06
 246400    1.07e-02  9.63e-03    1.62e-04  2.06e-04    7.54e-03  6.80e-03    5.0e-06
 246500    1.05e-02  1.11e-02    1.39e-04  1.57e-04    7.43e-03  7.87e-03    5.0e-06
 246600    1.05e-02  8.96e-03    1.61e-04  8.63e-05    7.44e-03  6.34e-03    5.0e-06
 246700    1.05e-02  9.57e-03    1.44e-04  1.23e-04    7.45e-03  6.76e-03    5.0e-06
 246800    1.08e-02  1.07e-02    1.42e-04  1.68e-04    7.63e-03  7.56e-03    5.0e-06
 246900    1.08e-02  1.01e-02    1.45e-04  1.11e-04    7.63e-03  7.15e-03    5.0e-06
 247000    1.10e-02  9.36e-03    1.58e-04  2.06e-04    7.75e-03  6.61e-03    5.0e-06
 247100    1.06e-02  9.84e-03    1.34e-04  1.43e-04    7.48e-03  6.95e-03    5.0e-06
 247200    1.06e-02  9.78e-03    1.28e-04  1.22e-04    7.48e-03  6.92e-03    5.0e-06
 247300    1.06e-02  1.01e-02    1.56e-04  1.87e-04    7.49e-03  7.13e-03    5.0e-06
 247400    1.07e-02  8.87e-03    1.68e-04  1.27e-04    7.58e-03  6.27e-03    5.0e-06
 247500    1.07e-02  1.03e-02    1.70e-04  1.58e-04    7.55e-03  7.31e-03    5.0e-06
 247600    1.07e-02  8.19e-03    1.75e-04  1.28e-04    7.59e-03  5.79e-03    5.0e-06
 247700    1.08e-02  1.02e-02    1.86e-04  1.68e-04    7.65e-03  7.22e-03    5.0e-06
 247800    1.06e-02  9.21e-03    1.33e-04  1.19e-04    7.52e-03  6.51e-03    5.0e-06
 247900    1.06e-02  1.05e-02    1.61e-04  7.46e-04    7.50e-03  7.31e-03    5.0e-06
 248000    1.07e-02  1.04e-02    1.81e-04  1.12e-04    7.57e-03  7.37e-03    5.0e-06
 248100    1.08e-02  1.03e-02    1.35e-04  1.27e-04    7.62e-03  7.27e-03    5.0e-06
 248200    1.06e-02  1.02e-02    1.41e-04  1.10e-04    7.49e-03  7.18e-03    5.0e-06
 248300    1.07e-02  1.08e-02    1.40e-04  1.88e-04    7.59e-03  7.65e-03    5.0e-06
 248400    1.06e-02  9.28e-03    1.53e-04  8.82e-05    7.51e-03  6.56e-03    5.0e-06
 248500    1.06e-02  1.14e-02    1.39e-04  7.50e-04    7.50e-03  7.89e-03    5.0e-06
 248600    1.07e-02  8.33e-03    1.35e-04  1.67e-04    7.57e-03  5.88e-03    5.0e-06
 248700    1.06e-02  1.01e-02    1.39e-04  7.66e-04    7.49e-03  6.99e-03    5.0e-06
 248800    1.07e-02  9.65e-03    1.54e-04  1.55e-04    7.53e-03  6.82e-03    5.0e-06
 248900    1.05e-02  9.48e-03    1.46e-04  1.28e-04    7.44e-03  6.70e-03    5.0e-06
 249000    1.08e-02  1.10e-02    1.43e-04  2.28e-04    7.64e-03  7.76e-03    5.0e-06
 249100    1.07e-02  9.31e-03    1.53e-04  1.37e-04    7.55e-03  6.58e-03    5.0e-06
 249200    1.10e-02  9.63e-03    1.94e-04  1.90e-04    7.74e-03  6.80e-03    5.0e-06
 249300    1.07e-02  1.09e-02    1.59e-04  1.81e-04    7.58e-03  7.71e-03    5.0e-06
 249400    1.06e-02  9.67e-03    1.28e-04  1.81e-04    7.52e-03  6.83e-03    5.0e-06
 249500    1.06e-02  9.97e-03    1.66e-04  1.26e-04    7.50e-03  7.05e-03    5.0e-06
 249600    1.07e-02  9.21e-03    1.36e-04  1.40e-04    7.56e-03  6.51e-03    5.0e-06
 249700    1.08e-02  1.00e-02    1.40e-04  2.16e-04    7.60e-03  7.06e-03    5.0e-06
 249800    1.07e-02  1.01e-02    1.48e-04  1.65e-04    7.57e-03  7.11e-03    5.0e-06
 249900    1.07e-02  9.55e-03    1.51e-04  1.71e-04    7.58e-03  6.75e-03    5.0e-06
 250000    1.07e-02  9.10e-03    1.34e-04  1.56e-04    7.54e-03  6.43e-03    5.0e-06
 250100    1.06e-02  1.02e-02    1.39e-04  1.74e-04    7.50e-03  7.23e-03    5.0e-06
 250200    1.05e-02  1.08e-02    1.40e-04  1.34e-04    7.44e-03  7.66e-03    5.0e-06
 250300    1.06e-02  1.04e-02    1.40e-04  1.69e-04    7.52e-03  7.36e-03    5.0e-06
 250400    1.06e-02  1.12e-02    1.50e-04  2.27e-04    7.48e-03  7.88e-03    5.0e-06
 250500    1.08e-02  9.84e-03    1.48e-04  1.66e-04    7.62e-03  6.95e-03    5.0e-06
 250600    1.08e-02  9.53e-03    1.61e-04  1.10e-04    7.63e-03  6.74e-03    5.0e-06
 250700    1.06e-02  1.10e-02    1.42e-04  1.93e-04    7.50e-03  7.79e-03    5.0e-06
 250800    1.08e-02  9.86e-03    1.41e-04  1.37e-04    7.61e-03  6.97e-03    5.0e-06
 250900    1.07e-02  1.02e-02    1.35e-04  1.46e-04    7.56e-03  7.19e-03    5.0e-06
 251000    1.06e-02  1.09e-02    1.54e-04  1.43e-04    7.51e-03  7.67e-03    5.0e-06
 251100    1.07e-02  9.52e-03    1.29e-04  1.86e-04    7.54e-03  6.72e-03    5.0e-06
 251200    1.09e-02  9.92e-03    1.44e-04  1.63e-04    7.68e-03  7.01e-03    5.0e-06
 251300    1.06e-02  8.55e-03    1.24e-04  1.26e-04    7.48e-03  6.05e-03    5.0e-06
 251400    1.07e-02  9.44e-03    1.35e-04  1.14e-04    7.53e-03  6.67e-03    5.0e-06
 251500    1.06e-02  1.01e-02    1.41e-04  1.74e-04    7.50e-03  7.14e-03    5.0e-06
 251600    1.09e-02  8.44e-03    1.53e-04  1.59e-04    7.69e-03  5.96e-03    5.0e-06
 251700    1.06e-02  9.42e-03    1.35e-04  1.15e-04    7.52e-03  6.66e-03    5.0e-06
 251800    1.07e-02  8.58e-03    1.35e-04  1.71e-04    7.55e-03  6.06e-03    5.0e-06
 251900    1.07e-02  1.02e-02    1.94e-04  1.48e-04    7.57e-03  7.24e-03    5.0e-06
 252000    1.06e-02  1.05e-02    1.67e-04  1.14e-04    7.49e-03  7.44e-03    5.0e-06
 252100    1.07e-02  1.04e-02    1.42e-04  1.55e-04    7.59e-03  7.34e-03    5.0e-06
 252200    1.07e-02  8.23e-03    1.54e-04  1.34e-04    7.54e-03  5.81e-03    5.0e-06
 252300    1.07e-02  1.09e-02    1.57e-04  1.58e-04    7.54e-03  7.71e-03    5.0e-06
 252400    1.06e-02  1.13e-02    1.62e-04  1.57e-04    7.48e-03  8.00e-03    5.0e-06
 252500    1.06e-02  9.92e-03    1.67e-04  1.58e-04    7.50e-03  7.01e-03    5.0e-06
 252600    1.07e-02  9.24e-03    1.42e-04  1.58e-04    7.54e-03  6.53e-03    5.0e-06
 252700    1.06e-02  9.09e-03    1.42e-04  1.90e-04    7.46e-03  6.42e-03    5.0e-06
 252800    1.06e-02  9.49e-03    1.45e-04  1.21e-04    7.50e-03  6.71e-03    5.0e-06
 252900    1.07e-02  9.48e-03    1.35e-04  1.56e-04    7.56e-03  6.70e-03    5.0e-06
 253000    1.10e-02  9.95e-03    1.48e-04  1.71e-04    7.76e-03  7.03e-03    5.0e-06
 253100    1.07e-02  9.88e-03    1.39e-04  1.54e-04    7.53e-03  6.98e-03    5.0e-06
 253200    1.06e-02  1.04e-02    1.28e-04  1.67e-04    7.48e-03  7.32e-03    5.0e-06
 253300    1.06e-02  1.09e-02    1.73e-04  1.23e-04    7.50e-03  7.74e-03    5.0e-06
 253400    1.09e-02  9.97e-03    1.34e-04  2.14e-04    7.71e-03  7.04e-03    5.0e-06
 253500    1.09e-02  9.54e-03    1.88e-04  1.52e-04    7.73e-03  6.74e-03    5.0e-06
 253600    1.07e-02  9.07e-03    1.47e-04  1.69e-04    7.53e-03  6.41e-03    5.0e-06
 253700    1.07e-02  1.06e-02    1.53e-04  1.75e-04    7.58e-03  7.51e-03    5.0e-06
 253800    1.05e-02  1.08e-02    1.31e-04  1.51e-04    7.42e-03  7.65e-03    5.0e-06
 253900    1.08e-02  1.04e-02    1.41e-04  1.93e-04    7.62e-03  7.36e-03    5.0e-06
 254000    1.08e-02  1.09e-02    1.99e-04  2.49e-04    7.61e-03  7.67e-03    5.0e-06
 254100    1.07e-02  1.03e-02    1.99e-04  1.35e-04    7.54e-03  7.26e-03    5.0e-06
 254200    1.07e-02  1.03e-02    1.34e-04  1.55e-04    7.57e-03  7.28e-03    5.0e-06
 254300    1.06e-02  9.15e-03    1.51e-04  1.41e-04    7.47e-03  6.46e-03    5.0e-06
 254400    1.06e-02  1.08e-02    1.62e-04  1.36e-04    7.51e-03  7.65e-03    5.0e-06
 254500    1.07e-02  1.10e-02    1.33e-04  1.91e-04    7.59e-03  7.75e-03    5.0e-06
 254600    1.06e-02  1.06e-02    1.61e-04  7.55e-04    7.52e-03  7.34e-03    5.0e-06
 254700    1.07e-02  9.97e-03    1.39e-04  1.99e-04    7.54e-03  7.04e-03    5.0e-06
 254800    1.06e-02  9.77e-03    1.35e-04  1.41e-04    7.49e-03  6.90e-03    5.0e-06
 254900    1.07e-02  1.14e-02    1.94e-04  1.48e-04    7.58e-03  8.06e-03    5.0e-06
 255000    1.07e-02  8.78e-03    1.45e-04  1.51e-04    7.59e-03  6.20e-03    5.0e-06
 255100    1.06e-02  1.09e-02    1.35e-04  2.18e-04    7.52e-03  7.67e-03    5.0e-06
 255200    1.06e-02  1.00e-02    1.30e-04  1.66e-04    7.46e-03  7.08e-03    5.0e-06
 255300    1.06e-02  1.12e-02    1.51e-04  1.36e-04    7.50e-03  7.91e-03    5.0e-06
 255400    1.07e-02  9.93e-03    1.77e-04  1.06e-04    7.58e-03  7.02e-03    5.0e-06
 255500    1.06e-02  1.02e-02    1.33e-04  1.39e-04    7.50e-03  7.19e-03    5.0e-06
 255600    1.08e-02  9.60e-03    1.59e-04  1.95e-04    7.60e-03  6.78e-03    5.0e-06
 255700    1.08e-02  9.50e-03    1.72e-04  1.83e-04    7.64e-03  6.71e-03    5.0e-06
 255800    1.07e-02  9.92e-03    1.52e-04  1.70e-04    7.55e-03  7.01e-03    5.0e-06
 255900    1.07e-02  8.60e-03    1.51e-04  1.40e-04    7.57e-03  6.08e-03    5.0e-06
 256000    1.07e-02  1.04e-02    1.52e-04  1.32e-04    7.58e-03  7.37e-03    5.0e-06
 256100    1.06e-02  1.04e-02    2.06e-04  1.57e-04    7.48e-03  7.37e-03    5.0e-06
 256200    1.06e-02  1.03e-02    1.39e-04  1.73e-04    7.48e-03  7.29e-03    5.0e-06
 256300    1.07e-02  1.06e-02    1.47e-04  2.12e-04    7.57e-03  7.47e-03    5.0e-06
 256400    1.09e-02  9.62e-03    1.27e-04  4.17e-04    7.69e-03  6.76e-03    5.0e-06
 256500    1.06e-02  9.90e-03    1.49e-04  3.93e-04    7.46e-03  6.96e-03    5.0e-06
 256600    1.06e-02  9.28e-03    1.45e-04  1.99e-04    7.48e-03  6.55e-03    5.0e-06
 256700    1.08e-02  1.10e-02    1.58e-04  1.64e-04    7.60e-03  7.77e-03    5.0e-06
 256800    1.07e-02  9.84e-03    1.74e-04  1.94e-04    7.55e-03  6.95e-03    5.0e-06
 256900    1.06e-02  8.55e-03    1.46e-04  1.22e-04    7.48e-03  6.05e-03    5.0e-06
 257000    1.07e-02  9.04e-03    1.33e-04  1.06e-04    7.53e-03  6.39e-03    5.0e-06
 257100    1.06e-02  8.35e-03    1.50e-04  1.93e-04    7.48e-03  5.90e-03    5.0e-06
 257200    1.07e-02  1.01e-02    1.53e-04  1.94e-04    7.58e-03  7.14e-03    5.0e-06
 257300    1.06e-02  9.46e-03    1.39e-04  2.07e-04    7.51e-03  6.68e-03    5.0e-06
 257400    1.06e-02  1.02e-02    1.64e-04  1.71e-04    7.51e-03  7.21e-03    5.0e-06
 257500    1.06e-02  9.69e-03    1.49e-04  1.64e-04    7.52e-03  6.85e-03    5.0e-06
 257600    1.08e-02  1.01e-02    1.59e-04  1.89e-04    7.64e-03  7.12e-03    5.0e-06
 257700    1.07e-02  9.43e-03    1.60e-04  1.73e-04    7.57e-03  6.66e-03    5.0e-06
 257800    1.06e-02  1.01e-02    1.53e-04  1.60e-04    7.48e-03  7.15e-03    5.0e-06
 257900    1.06e-02  9.54e-03    1.46e-04  1.93e-04    7.49e-03  6.73e-03    5.0e-06
 258000    1.06e-02  1.05e-02    1.39e-04  2.04e-04    7.46e-03  7.41e-03    5.0e-06
 258100    1.08e-02  1.04e-02    1.67e-04  1.21e-04    7.62e-03  7.38e-03    5.0e-06
 258200    1.05e-02  1.02e-02    1.32e-04  1.22e-04    7.46e-03  7.22e-03    5.0e-06
 258300    1.07e-02  9.62e-03    1.55e-04  1.24e-04    7.58e-03  6.80e-03    5.0e-06
 258400    1.06e-02  9.30e-03    1.51e-04  1.82e-04    7.50e-03  6.57e-03    5.0e-06
 258500    1.07e-02  9.23e-03    1.39e-04  1.27e-04    7.56e-03  6.52e-03    5.0e-06
 258600    1.06e-02  9.19e-03    1.45e-04  1.53e-04    7.50e-03  6.49e-03    5.0e-06
 258700    1.07e-02  9.99e-03    1.71e-04  2.02e-04    7.54e-03  7.05e-03    5.0e-06
 258800    1.08e-02  8.99e-03    1.36e-04  1.21e-04    7.65e-03  6.36e-03    5.0e-06
 258900    1.06e-02  9.62e-03    1.30e-04  1.14e-04    7.46e-03  6.80e-03    5.0e-06
 259000    1.07e-02  1.02e-02    1.35e-04  1.47e-04    7.55e-03  7.23e-03    5.0e-06
 259100    1.06e-02  9.33e-03    1.69e-04  1.54e-04    7.47e-03  6.59e-03    5.0e-06
 259200    1.06e-02  9.83e-03    1.33e-04  1.09e-04    7.53e-03  6.95e-03    5.0e-06
 259300    1.07e-02  9.46e-03    1.28e-04  1.45e-04    7.57e-03  6.68e-03    5.0e-06
 259400    1.08e-02  9.77e-03    1.50e-04  1.31e-04    7.60e-03  6.91e-03    5.0e-06
 259500    1.07e-02  9.91e-03    1.39e-04  2.04e-04    7.58e-03  7.00e-03    5.0e-06
 259600    1.07e-02  9.57e-03    1.44e-04  1.68e-04    7.59e-03  6.76e-03    5.0e-06
 259700    1.05e-02  9.64e-03    1.33e-04  1.49e-04    7.45e-03  6.81e-03    5.0e-06
 259800    1.06e-02  9.36e-03    1.46e-04  2.27e-04    7.49e-03  6.61e-03    5.0e-06
 259900    1.06e-02  1.02e-02    1.24e-04  1.68e-04    7.51e-03  7.22e-03    5.0e-06
 260000    9.44e-03  9.10e-03    1.53e-04  1.22e-04    7.55e-03  7.27e-03    2.8e-06
 260100    9.33e-03  7.79e-03    1.47e-04  1.27e-04    7.46e-03  6.23e-03    2.8e-06
 260200    9.39e-03  8.27e-03    1.54e-04  1.80e-04    7.50e-03  6.61e-03    2.8e-06
 260300    9.39e-03  8.78e-03    1.44e-04  8.50e-04    7.51e-03  6.75e-03    2.8e-06
 260400    9.44e-03  8.79e-03    1.44e-04  1.65e-04    7.55e-03  7.03e-03    2.8e-06
 260500    9.42e-03  8.20e-03    1.57e-04  1.21e-04    7.53e-03  6.56e-03    2.8e-06
 260600    9.44e-03  8.89e-03    1.49e-04  1.53e-04    7.55e-03  7.10e-03    2.8e-06
 260700    9.53e-03  7.86e-03    1.61e-04  7.39e-05    7.62e-03  6.29e-03    2.8e-06
 260800    9.40e-03  8.77e-03    1.46e-04  1.89e-04    7.52e-03  7.00e-03    2.8e-06
 260900    9.51e-03  1.01e-02    1.75e-04  2.20e-04    7.60e-03  8.09e-03    2.8e-06
 261000    9.39e-03  8.91e-03    1.69e-04  1.73e-04    7.50e-03  7.12e-03    2.8e-06
 261100    9.30e-03  8.46e-03    1.42e-04  4.13e-04    7.43e-03  6.71e-03    2.8e-06
 261200    9.33e-03  7.65e-03    1.40e-04  3.80e-04    7.46e-03  6.06e-03    2.8e-06
 261300    9.39e-03  8.71e-03    1.47e-04  1.54e-04    7.51e-03  6.96e-03    2.8e-06
 261400    9.47e-03  8.72e-03    1.45e-04  1.82e-04    7.57e-03  6.97e-03    2.8e-06
 261500    9.33e-03  7.54e-03    1.57e-04  1.55e-04    7.46e-03  6.02e-03    2.8e-06
 261600    9.46e-03  8.90e-03    1.35e-04  1.30e-04    7.56e-03  7.12e-03    2.8e-06
 261700    9.34e-03  8.89e-03    1.51e-04  1.98e-04    7.47e-03  7.10e-03    2.8e-06
 261800    9.39e-03  9.57e-03    1.42e-04  1.85e-04    7.51e-03  7.65e-03    2.8e-06
 261900    9.30e-03  7.88e-03    1.43e-04  1.25e-04    7.43e-03  6.30e-03    2.8e-06
 262000    9.50e-03  9.75e-03    1.32e-04  1.50e-04    7.60e-03  7.79e-03    2.8e-06
 262100    9.40e-03  8.68e-03    1.71e-04  1.89e-04    7.51e-03  6.93e-03    2.8e-06
 262200    9.42e-03  9.04e-03    1.26e-04  1.19e-04    7.53e-03  7.23e-03    2.8e-06
 262300    9.40e-03  9.49e-03    1.46e-04  7.41e-04    7.51e-03  7.40e-03    2.8e-06
 262400    9.40e-03  8.05e-03    1.35e-04  1.61e-04    7.52e-03  6.43e-03    2.8e-06
 262500    9.31e-03  8.81e-03    1.64e-04  1.51e-04    7.44e-03  7.04e-03    2.8e-06
 262600    9.31e-03  9.35e-03    1.55e-04  1.95e-04    7.44e-03  7.47e-03    2.8e-06
 262700    9.46e-03  9.52e-03    1.32e-04  1.65e-04    7.56e-03  7.61e-03    2.8e-06
 262800    9.48e-03  9.16e-03    1.32e-04  1.05e-04    7.58e-03  7.32e-03    2.8e-06
 262900    9.36e-03  8.50e-03    1.31e-04  1.58e-04    7.48e-03  6.80e-03    2.8e-06
 263000    9.34e-03  9.78e-03    1.44e-04  1.60e-04    7.47e-03  7.82e-03    2.8e-06
 263100    9.38e-03  8.47e-03    1.43e-04  1.49e-04    7.50e-03  6.77e-03    2.8e-06
 263200    9.46e-03  1.04e-02    1.35e-04  1.81e-04    7.56e-03  8.28e-03    2.8e-06
 263300    9.48e-03  7.72e-03    1.46e-04  1.29e-04    7.58e-03  6.17e-03    2.8e-06
 263400    9.39e-03  8.19e-03    1.60e-04  1.71e-04    7.50e-03  6.54e-03    2.8e-06
 263500    9.43e-03  7.70e-03    1.43e-04  1.35e-04    7.54e-03  6.15e-03    2.8e-06
 263600    9.40e-03  8.68e-03    1.45e-04  1.44e-04    7.51e-03  6.94e-03    2.8e-06
 263700    9.40e-03  8.43e-03    1.44e-04  1.08e-04    7.52e-03  6.74e-03    2.8e-06
 263800    9.48e-03  8.81e-03    1.42e-04  1.69e-04    7.58e-03  7.04e-03    2.8e-06
 263900    9.41e-03  7.75e-03    1.43e-04  2.21e-04    7.52e-03  6.18e-03    2.8e-06
 264000    9.47e-03  8.81e-03    1.77e-04  1.51e-04    7.57e-03  7.04e-03    2.8e-06
 264100    9.41e-03  8.97e-03    1.37e-04  1.59e-04    7.53e-03  7.17e-03    2.8e-06
 264200    9.44e-03  8.18e-03    1.56e-04  1.62e-04    7.55e-03  6.54e-03    2.8e-06
 264300    9.32e-03  8.50e-03    1.60e-04  1.38e-04    7.45e-03  6.79e-03    2.8e-06
 264400    9.31e-03  8.55e-03    1.38e-04  1.43e-04    7.44e-03  6.83e-03    2.8e-06
 264500    9.36e-03  7.39e-03    1.27e-04  1.54e-04    7.48e-03  5.90e-03    2.8e-06
 264600    9.41e-03  8.76e-03    1.41e-04  1.48e-04    7.52e-03  7.00e-03    2.8e-06
 264700    9.43e-03  8.50e-03    1.45e-04  1.03e-04    7.54e-03  6.79e-03    2.8e-06
 264800    9.39e-03  8.47e-03    1.51e-04  1.47e-04    7.51e-03  6.77e-03    2.8e-06
 264900    9.49e-03  8.65e-03    1.54e-04  2.40e-04    7.59e-03  6.90e-03    2.8e-06
 265000    9.41e-03  8.22e-03    1.24e-04  1.64e-04    7.52e-03  6.57e-03    2.8e-06
 265100    9.35e-03  9.31e-03    1.30e-04  1.30e-04    7.48e-03  7.45e-03    2.8e-06
 265200    9.50e-03  1.06e-02    1.53e-04  1.64e-04    7.59e-03  8.48e-03    2.8e-06
 265300    9.47e-03  8.32e-03    1.40e-04  1.66e-04    7.57e-03  6.64e-03    2.8e-06
 265400    9.53e-03  8.40e-03    1.38e-04  1.22e-04    7.62e-03  6.71e-03    2.8e-06
 265500    9.40e-03  7.94e-03    1.33e-04  1.58e-04    7.51e-03  6.34e-03    2.8e-06
 265600    9.40e-03  8.92e-03    1.31e-04  1.76e-04    7.52e-03  7.13e-03    2.8e-06
 265700    9.40e-03  9.07e-03    1.36e-04  1.66e-04    7.52e-03  7.25e-03    2.8e-06
 265800    9.38e-03  7.89e-03    1.29e-04  1.34e-04    7.50e-03  6.31e-03    2.8e-06
 265900    9.37e-03  9.11e-03    1.47e-04  1.86e-04    7.49e-03  7.28e-03    2.8e-06
 266000    9.31e-03  7.84e-03    1.55e-04  1.14e-04    7.44e-03  6.27e-03    2.8e-06
 266100    9.37e-03  9.11e-03    1.50e-04  1.46e-04    7.49e-03  7.28e-03    2.8e-06
 266200    9.37e-03  7.81e-03    1.34e-04  1.23e-04    7.49e-03  6.24e-03    2.8e-06
 266300    9.36e-03  8.59e-03    1.58e-04  1.31e-04    7.48e-03  6.87e-03    2.8e-06
 266400    9.38e-03  9.59e-03    1.38e-04  1.16e-04    7.50e-03  7.67e-03    2.8e-06
 266500    9.42e-03  8.36e-03    1.41e-04  1.36e-04    7.53e-03  6.68e-03    2.8e-06
 266600    9.53e-03  9.52e-03    1.63e-04  1.31e-04    7.62e-03  7.61e-03    2.8e-06
 266700    9.32e-03  1.01e-02    1.44e-04  1.81e-04    7.45e-03  8.05e-03    2.8e-06
 266800    9.32e-03  8.90e-03    1.49e-04  1.96e-04    7.45e-03  7.11e-03    2.8e-06
 266900    9.46e-03  7.05e-03    1.54e-04  1.18e-04    7.57e-03  5.64e-03    2.8e-06
 267000    9.36e-03  9.40e-03    1.70e-04  1.44e-04    7.48e-03  7.51e-03    2.8e-06
 267100    9.44e-03  7.79e-03    1.39e-04  1.34e-04    7.55e-03  6.22e-03    2.8e-06
 267200    9.40e-03  9.63e-03    1.36e-04  1.40e-04    7.51e-03  7.70e-03    2.8e-06
 267300    9.42e-03  9.81e-03    1.33e-04  1.24e-04    7.53e-03  7.84e-03    2.8e-06
 267400    9.38e-03  7.70e-03    1.81e-04  2.14e-04    7.49e-03  6.14e-03    2.8e-06
 267500    9.37e-03  8.00e-03    1.32e-04  1.20e-04    7.49e-03  6.39e-03    2.8e-06
 267600    9.39e-03  8.63e-03    1.37e-04  1.45e-04    7.51e-03  6.90e-03    2.8e-06
 267700    9.41e-03  8.70e-03    1.48e-04  1.06e-04    7.52e-03  6.96e-03    2.8e-06
 267800    9.41e-03  9.25e-03    1.43e-04  2.36e-04    7.52e-03  7.38e-03    2.8e-06
 267900    9.46e-03  8.56e-03    1.55e-04  2.05e-04    7.56e-03  6.83e-03    2.8e-06
 268000    9.40e-03  9.16e-03    1.75e-04  4.15e-04    7.51e-03  7.27e-03    2.8e-06
 268100    9.39e-03  8.25e-03    1.36e-04  1.52e-04    7.51e-03  6.59e-03    2.8e-06
 268200    9.43e-03  1.03e-02    1.39e-04  1.78e-04    7.54e-03  8.22e-03    2.8e-06
 268300    9.37e-03  8.53e-03    1.38e-04  1.79e-04    7.50e-03  6.82e-03    2.8e-06
 268400    9.43e-03  9.34e-03    1.40e-04  1.91e-04    7.54e-03  7.46e-03    2.8e-06
 268500    9.43e-03  8.92e-03    1.42e-04  7.40e-04    7.54e-03  6.94e-03    2.8e-06
 268600    9.31e-03  8.96e-03    1.46e-04  1.58e-04    7.45e-03  7.16e-03    2.8e-06
 268700    9.41e-03  8.52e-03    1.33e-04  1.78e-04    7.52e-03  6.80e-03    2.8e-06
 268800    9.42e-03  9.51e-03    1.35e-04  1.54e-04    7.54e-03  7.60e-03    2.8e-06
 268900    9.43e-03  7.93e-03    1.56e-04  1.50e-04    7.53e-03  6.33e-03    2.8e-06
 269000    9.42e-03  8.22e-03    1.44e-04  1.78e-04    7.53e-03  6.57e-03    2.8e-06
 269100    9.37e-03  7.53e-03    1.40e-04  1.09e-04    7.49e-03  6.02e-03    2.8e-06
 269200    9.38e-03  8.55e-03    1.55e-04  1.34e-04    7.50e-03  6.83e-03    2.8e-06
 269300    9.38e-03  9.65e-03    1.29e-04  1.86e-04    7.50e-03  7.71e-03    2.8e-06
 269400    9.38e-03  9.46e-03    1.37e-04  3.87e-04    7.50e-03  7.52e-03    2.8e-06
 269500    9.37e-03  9.96e-03    1.51e-04  1.69e-04    7.49e-03  7.96e-03    2.8e-06
 269600    9.53e-03  9.11e-03    1.59e-04  1.50e-04    7.61e-03  7.28e-03    2.8e-06
 269700    9.40e-03  9.40e-03    1.49e-04  1.16e-04    7.52e-03  7.52e-03    2.8e-06
 269800    9.31e-03  8.81e-03    1.51e-04  1.57e-04    7.44e-03  7.04e-03    2.8e-06
 269900    9.45e-03  8.94e-03    1.43e-04  4.00e-04    7.55e-03  7.10e-03    2.8e-06
 270000    9.35e-03  8.91e-03    1.35e-04  1.72e-04    7.47e-03  7.12e-03    2.8e-06
 270100    9.41e-03  9.40e-03    1.39e-04  2.01e-04    7.53e-03  7.51e-03    2.8e-06
 270200    9.33e-03  1.02e-02    1.49e-04  2.21e-04    7.46e-03  8.11e-03    2.8e-06
 270300    9.41e-03  9.30e-03    1.36e-04  1.40e-04    7.53e-03  7.43e-03    2.8e-06
 270400    9.44e-03  9.50e-03    1.32e-04  9.32e-05    7.55e-03  7.60e-03    2.8e-06
 270500    9.34e-03  8.17e-03    1.32e-04  7.69e-05    7.47e-03  6.54e-03    2.8e-06
 270600    9.32e-03  7.85e-03    1.34e-04  1.65e-04    7.45e-03  6.27e-03    2.8e-06
 270700    9.51e-03  7.89e-03    1.50e-04  1.00e-04    7.60e-03  6.31e-03    2.8e-06
 270800    9.39e-03  8.36e-03    1.47e-04  2.11e-04    7.50e-03  6.67e-03    2.8e-06
 270900    9.39e-03  9.31e-03    1.43e-04  1.64e-04    7.51e-03  7.44e-03    2.8e-06
 271000    9.48e-03  9.07e-03    1.37e-04  1.15e-04    7.58e-03  7.26e-03    2.8e-06
 271100    9.39e-03  8.19e-03    1.79e-04  1.29e-04    7.50e-03  6.55e-03    2.8e-06
 271200    9.41e-03  8.77e-03    1.37e-04  1.89e-04    7.52e-03  7.00e-03    2.8e-06
 271300    9.42e-03  8.65e-03    1.43e-04  1.83e-04    7.53e-03  6.91e-03    2.8e-06
 271400    9.39e-03  8.44e-03    1.51e-04  1.73e-04    7.51e-03  6.75e-03    2.8e-06
 271500    9.38e-03  9.44e-03    1.30e-04  1.83e-04    7.50e-03  7.54e-03    2.8e-06
 271600    9.49e-03  8.61e-03    1.45e-04  1.25e-04    7.58e-03  6.88e-03    2.8e-06
 271700    9.41e-03  8.71e-03    1.52e-04  1.63e-04    7.52e-03  6.96e-03    2.8e-06
 271800    9.52e-03  8.83e-03    1.37e-04  1.33e-04    7.61e-03  7.06e-03    2.8e-06
 271900    9.49e-03  8.46e-03    1.65e-04  1.14e-04    7.58e-03  6.76e-03    2.8e-06
