# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 219400    1.56e-02  1.47e-02    1.53e-04  2.13e-04    7.65e-03  7.19e-03    1.6e-05
 219500    1.57e-02  1.35e-02    1.60e-04  2.36e-04    7.70e-03  6.61e-03    1.6e-05
 219600    1.59e-02  1.46e-02    1.65e-04  2.49e-04    7.79e-03  7.13e-03    1.6e-05
 219700    1.56e-02  1.47e-02    1.67e-04  2.43e-04    7.63e-03  7.20e-03    1.6e-05
 219800    1.55e-02  1.52e-02    1.42e-04  2.70e-04    7.61e-03  7.46e-03    1.6e-05
 219900    1.53e-02  1.25e-02    1.95e-04  1.55e-04    7.48e-03  6.12e-03    1.6e-05
 220000    1.30e-02  1.21e-02    1.52e-04  1.71e-04    7.80e-03  7.24e-03    8.9e-06
 220100    1.25e-02  1.20e-02    1.46e-04  2.03e-04    7.47e-03  7.17e-03    8.9e-06
 220200    1.27e-02  1.07e-02    1.55e-04  1.36e-04    7.62e-03  6.44e-03    8.9e-06
 220300    1.26e-02  1.32e-02    1.88e-04  8.66e-05    7.53e-03  7.90e-03    8.9e-06
 220400    1.27e-02  1.11e-02    2.22e-04  1.43e-04    7.64e-03  6.69e-03    8.9e-06
 220500    1.26e-02  1.21e-02    1.67e-04  1.67e-04    7.58e-03  7.28e-03    8.9e-06
 220600    1.26e-02  1.15e-02    1.65e-04  2.37e-04    7.56e-03  6.90e-03    8.9e-06
 220700    1.24e-02  1.11e-02    1.65e-04  2.34e-04    7.44e-03  6.67e-03    8.9e-06
 220800    1.26e-02  1.24e-02    1.56e-04  2.12e-04    7.54e-03  7.41e-03    8.9e-06
 220900    1.27e-02  1.11e-02    1.53e-04  1.78e-04    7.62e-03  6.68e-03    8.9e-06
 221000    1.28e-02  1.16e-02    1.47e-04  2.53e-04    7.67e-03  6.92e-03    8.9e-06
 221100    1.26e-02  1.08e-02    1.55e-04  1.42e-04    7.54e-03  6.49e-03    8.9e-06
 221200    1.29e-02  1.24e-02    1.56e-04  1.72e-04    7.74e-03  7.45e-03    8.9e-06
 221300    1.25e-02  1.14e-02    1.47e-04  1.50e-04    7.53e-03  6.81e-03    8.9e-06
 221400    1.25e-02  1.21e-02    1.56e-04  1.63e-04    7.51e-03  7.24e-03    8.9e-06
 221500    1.25e-02  1.19e-02    1.93e-04  1.27e-04    7.51e-03  7.15e-03    8.9e-06
 221600    1.27e-02  1.15e-02    1.39e-04  1.53e-04    7.59e-03  6.89e-03    8.9e-06
 221700    1.27e-02  1.10e-02    1.41e-04  1.81e-04    7.61e-03  6.60e-03    8.9e-06
 221800    1.24e-02  1.30e-02    1.48e-04  1.86e-04    7.47e-03  7.80e-03    8.9e-06
 221900    1.27e-02  1.06e-02    1.33e-04  1.42e-04    7.65e-03  6.35e-03    8.9e-06
 222000    1.26e-02  1.09e-02    1.50e-04  1.56e-04    7.57e-03  6.56e-03    8.9e-06
 222100    1.27e-02  1.12e-02    1.64e-04  1.99e-04    7.62e-03  6.74e-03    8.9e-06
 222200    1.26e-02  1.18e-02    1.63e-04  1.12e-04    7.55e-03  7.10e-03    8.9e-06
 222300    1.27e-02  1.12e-02    1.66e-04  2.09e-04    7.63e-03  6.73e-03    8.9e-06
 222400    1.28e-02  1.11e-02    1.67e-04  1.18e-04    7.67e-03  6.67e-03    8.9e-06
 222500    1.27e-02  1.10e-02    1.81e-04  1.29e-04    7.60e-03  6.57e-03    8.9e-06
 222600    1.28e-02  1.19e-02    1.76e-04  1.27e-04    7.65e-03  7.15e-03    8.9e-06
 222700    1.26e-02  1.13e-02    1.96e-04  2.70e-04    7.57e-03  6.74e-03    8.9e-06
 222800    1.27e-02  1.15e-02    1.56e-04  1.64e-04    7.60e-03  6.90e-03    8.9e-06
 222900    1.26e-02  1.17e-02    1.59e-04  2.63e-04    7.58e-03  6.99e-03    8.9e-06
 223000    1.25e-02  9.85e-03    1.52e-04  2.23e-04    7.52e-03  5.90e-03    8.9e-06
 223100    1.26e-02  1.21e-02    1.54e-04  8.22e-04    7.58e-03  7.15e-03    8.9e-06
 223200    1.25e-02  1.01e-02    1.71e-04  1.47e-04    7.52e-03  6.05e-03    8.9e-06
 223300    1.27e-02  1.19e-02    1.62e-04  2.20e-04    7.65e-03  7.15e-03    8.9e-06
 223400    1.27e-02  1.19e-02    1.98e-04  2.01e-04    7.60e-03  7.13e-03    8.9e-06
 223500    1.26e-02  1.01e-02    1.58e-04  1.61e-04    7.55e-03  6.05e-03    8.9e-06
 223600    1.26e-02  1.19e-02    1.46e-04  1.51e-04    7.58e-03  7.16e-03    8.9e-06
 223700    1.25e-02  1.17e-02    1.81e-04  1.78e-04    7.51e-03  7.02e-03    8.9e-06
 223800    1.26e-02  1.29e-02    1.51e-04  1.66e-04    7.58e-03  7.76e-03    8.9e-06
 223900    1.26e-02  1.36e-02    1.96e-04  2.44e-04    7.54e-03  8.18e-03    8.9e-06
 224000    1.28e-02  1.40e-02    1.47e-04  4.50e-04    7.67e-03  8.34e-03    8.9e-06
 224100    1.26e-02  1.06e-02    1.43e-04  1.78e-04    7.57e-03  6.33e-03    8.9e-06
 224200    1.29e-02  1.09e-02    1.63e-04  7.31e-05    7.73e-03  6.56e-03    8.9e-06
 224300    1.24e-02  1.23e-02    1.41e-04  1.82e-04    7.42e-03  7.37e-03    8.9e-06
 224400    1.26e-02  1.10e-02    2.08e-04  1.73e-04    7.53e-03  6.62e-03    8.9e-06
 224500    1.26e-02  1.20e-02    1.43e-04  2.14e-04    7.59e-03  7.21e-03    8.9e-06
 224600    1.27e-02  1.19e-02    1.40e-04  1.53e-04    7.61e-03  7.13e-03    8.9e-06
 224700    1.27e-02  1.16e-02    1.64e-04  1.22e-04    7.62e-03  6.96e-03    8.9e-06
 224800    1.28e-02  1.26e-02    2.02e-04  2.99e-04    7.65e-03  7.55e-03    8.9e-06
 224900    1.26e-02  1.49e-02    1.88e-04  1.64e-04    7.53e-03  8.96e-03    8.9e-06
 225000    1.24e-02  1.31e-02    1.44e-04  1.91e-04    7.46e-03  7.85e-03    8.9e-06
 225100    1.27e-02  1.14e-02    1.62e-04  9.26e-05    7.63e-03  6.84e-03    8.9e-06
 225200    1.28e-02  1.23e-02    1.52e-04  2.02e-04    7.70e-03  7.36e-03    8.9e-06
 225300    1.26e-02  1.16e-02    1.47e-04  1.29e-04    7.57e-03  6.94e-03    8.9e-06
 225400    1.26e-02  1.12e-02    1.51e-04  1.47e-04    7.54e-03  6.71e-03    8.9e-06
 225500    1.29e-02  1.19e-02    1.63e-04  1.39e-04    7.76e-03  7.15e-03    8.9e-06
 225600    1.25e-02  1.10e-02    1.44e-04  1.82e-04    7.53e-03  6.60e-03    8.9e-06
 225700    1.26e-02  9.13e-03    1.35e-04  1.16e-04    7.54e-03  5.47e-03    8.9e-06
 225800    1.29e-02  1.20e-02    1.41e-04  2.37e-04    7.72e-03  7.20e-03    8.9e-06
 225900    1.28e-02  1.16e-02    1.34e-04  1.95e-04    7.65e-03  6.97e-03    8.9e-06
 226000    1.25e-02  1.17e-02    1.41e-04  1.31e-04    7.52e-03  7.04e-03    8.9e-06
 226100    1.25e-02  1.10e-02    1.46e-04  1.27e-04    7.50e-03  6.58e-03    8.9e-06
 226200    1.26e-02  1.19e-02    1.60e-04  1.66e-04    7.56e-03  7.17e-03    8.9e-06
 226300    1.25e-02  1.13e-02    1.44e-04  7.68e-04    7.49e-03  6.68e-03    8.9e-06
 226400    1.24e-02  1.13e-02    1.45e-04  1.67e-04    7.43e-03  6.78e-03    8.9e-06
 226500    1.25e-02  1.27e-02    1.57e-04  4.01e-04    7.48e-03  7.62e-03    8.9e-06
 226600    1.27e-02  1.26e-02    1.68e-04  1.48e-04    7.64e-03  7.53e-03    8.9e-06
 226700    1.25e-02  1.21e-02    1.35e-04  1.77e-04    7.52e-03  7.23e-03    8.9e-06
 226800    1.26e-02  1.03e-02    1.36e-04  1.37e-04    7.59e-03  6.16e-03    8.9e-06
 226900    1.24e-02  1.07e-02    1.96e-04  1.31e-04    7.43e-03  6.45e-03    8.9e-06
 227000    1.26e-02  1.19e-02    1.40e-04  1.42e-04    7.53e-03  7.11e-03    8.9e-06
 227100    1.24e-02  1.21e-02    1.33e-04  1.76e-04    7.42e-03  7.25e-03    8.9e-06
 227200    1.24e-02  1.10e-02    1.85e-04  3.10e-04    7.44e-03  6.61e-03    8.9e-06
 227300    1.28e-02  1.02e-02    1.69e-04  1.30e-04    7.67e-03  6.13e-03    8.9e-06
 227400    1.26e-02  1.18e-02    1.57e-04  3.95e-04    7.56e-03  7.03e-03    8.9e-06
 227500    1.27e-02  1.22e-02    1.47e-04  1.74e-04    7.60e-03  7.34e-03    8.9e-06
 227600    1.30e-02  1.09e-02    1.87e-04  1.52e-04    7.78e-03  6.55e-03    8.9e-06
 227700    1.29e-02  1.12e-02    1.53e-04  1.32e-04    7.73e-03  6.71e-03    8.9e-06
 227800    1.26e-02  1.14e-02    1.40e-04  1.58e-04    7.59e-03  6.82e-03    8.9e-06
 227900    1.25e-02  1.21e-02    1.72e-04  1.86e-04    7.52e-03  7.26e-03    8.9e-06
 228000    1.24e-02  1.26e-02    1.64e-04  1.70e-04    7.45e-03  7.56e-03    8.9e-06
 228100    1.25e-02  1.19e-02    1.46e-04  1.03e-04    7.47e-03  7.16e-03    8.9e-06
 228200    1.27e-02  1.19e-02    1.53e-04  2.08e-04    7.61e-03  7.15e-03    8.9e-06
 228300    1.26e-02  1.27e-02    1.53e-04  1.76e-04    7.57e-03  7.64e-03    8.9e-06
 228400    1.29e-02  1.14e-02    1.70e-04  1.60e-04    7.75e-03  6.84e-03    8.9e-06
 228500    1.26e-02  1.02e-02    1.42e-04  1.84e-04    7.58e-03  6.09e-03    8.9e-06
 228600    1.26e-02  1.08e-02    1.39e-04  2.10e-04    7.56e-03  6.47e-03    8.9e-06
 228700    1.25e-02  1.06e-02    1.71e-04  1.18e-04    7.50e-03  6.35e-03    8.9e-06
 228800    1.24e-02  1.13e-02    1.54e-04  8.14e-04    7.45e-03  6.64e-03    8.9e-06
 228900    1.26e-02  1.10e-02    1.48e-04  1.86e-04    7.56e-03  6.59e-03    8.9e-06
 229000    1.27e-02  1.18e-02    1.39e-04  2.14e-04    7.62e-03  7.05e-03    8.9e-06
 229100    1.26e-02  9.96e-03    1.70e-04  1.49e-04    7.58e-03  5.97e-03    8.9e-06
 229200    1.27e-02  1.12e-02    1.34e-04  1.45e-04    7.61e-03  6.71e-03    8.9e-06
 229300    1.27e-02  1.23e-02    1.47e-04  1.26e-04    7.59e-03  7.39e-03    8.9e-06
 229400    1.25e-02  1.15e-02    1.31e-04  1.96e-04    7.53e-03  6.91e-03    8.9e-06
 229500    1.27e-02  1.14e-02    1.80e-04  1.26e-04    7.61e-03  6.86e-03    8.9e-06
 229600    1.29e-02  1.24e-02    1.46e-04  1.86e-04    7.71e-03  7.44e-03    8.9e-06
 229700    1.27e-02  1.19e-02    1.45e-04  2.19e-04    7.63e-03  7.14e-03    8.9e-06
 229800    1.25e-02  1.25e-02    1.30e-04  1.79e-04    7.51e-03  7.47e-03    8.9e-06
 229900    1.26e-02  1.29e-02    1.29e-04  1.40e-04    7.54e-03  7.75e-03    8.9e-06
 230000    1.25e-02  1.21e-02    1.37e-04  1.28e-04    7.51e-03  7.27e-03    8.9e-06
 230100    1.27e-02  1.16e-02    1.70e-04  1.86e-04    7.61e-03  6.94e-03    8.9e-06
 230200    1.27e-02  1.16e-02    1.74e-04  1.80e-04    7.59e-03  6.94e-03    8.9e-06
 230300    1.27e-02  1.12e-02    1.48e-04  4.27e-04    7.62e-03  6.69e-03    8.9e-06
 230400    1.28e-02  1.21e-02    1.58e-04  2.12e-04    7.67e-03  7.24e-03    8.9e-06
 230500    1.26e-02  1.30e-02    1.95e-04  1.44e-04    7.56e-03  7.78e-03    8.9e-06
 230600    1.26e-02  1.22e-02    1.45e-04  1.70e-04    7.55e-03  7.33e-03    8.9e-06
 230700    1.25e-02  1.15e-02    1.57e-04  1.48e-04    7.51e-03  6.87e-03    8.9e-06
 230800    1.26e-02  1.13e-02    1.38e-04  4.05e-04    7.57e-03  6.73e-03    8.9e-06
 230900    1.26e-02  1.19e-02    1.73e-04  1.50e-04    7.58e-03  7.14e-03    8.9e-06
 231000    1.29e-02  1.09e-02    1.51e-04  1.13e-04    7.73e-03  6.55e-03    8.9e-06
 231100    1.28e-02  1.20e-02    1.59e-04  1.91e-04    7.66e-03  7.18e-03    8.9e-06
 231200    1.25e-02  1.20e-02    2.09e-04  2.15e-04    7.51e-03  7.19e-03    8.9e-06
 231300    1.25e-02  1.11e-02    1.49e-04  1.36e-04    7.47e-03  6.67e-03    8.9e-06
 231400    1.25e-02  1.05e-02    1.53e-04  1.83e-04    7.52e-03  6.29e-03    8.9e-06
 231500    1.26e-02  1.22e-02    1.67e-04  2.60e-04    7.57e-03  7.30e-03    8.9e-06
 231600    1.27e-02  1.30e-02    2.25e-04  2.35e-04    7.63e-03  7.76e-03    8.9e-06
 231700    1.25e-02  1.18e-02    1.44e-04  1.67e-04    7.51e-03  7.09e-03    8.9e-06
 231800    1.27e-02  1.14e-02    1.47e-04  1.90e-04    7.60e-03  6.83e-03    8.9e-06
 231900    1.25e-02  1.16e-02    1.91e-04  1.21e-04    7.47e-03  6.94e-03    8.9e-06
 232000    1.26e-02  1.10e-02    1.39e-04  1.76e-04    7.53e-03  6.60e-03    8.9e-06
 232100    1.26e-02  1.20e-02    1.50e-04  1.69e-04    7.54e-03  7.17e-03    8.9e-06
 232200    1.28e-02  1.29e-02    1.83e-04  1.22e-04    7.65e-03  7.71e-03    8.9e-06
 232300    1.24e-02  1.15e-02    1.55e-04  1.39e-04    7.44e-03  6.90e-03    8.9e-06
 232400    1.24e-02  1.14e-02    1.47e-04  1.63e-04    7.45e-03  6.86e-03    8.9e-06
 232500    1.25e-02  1.32e-02    1.39e-04  1.54e-04    7.52e-03  7.92e-03    8.9e-06
 232600    1.25e-02  1.32e-02    1.57e-04  1.82e-04    7.50e-03  7.91e-03    8.9e-06
 232700    1.25e-02  1.09e-02    2.10e-04  1.95e-04    7.49e-03  6.54e-03    8.9e-06
 232800    1.24e-02  1.28e-02    1.35e-04  1.59e-04    7.45e-03  7.68e-03    8.9e-06
 232900    1.25e-02  1.23e-02    1.47e-04  1.28e-04    7.50e-03  7.37e-03    8.9e-06
 233000    1.25e-02  1.14e-02    1.72e-04  1.88e-04    7.52e-03  6.82e-03    8.9e-06
 233100    1.24e-02  1.14e-02    1.81e-04  2.05e-04    7.45e-03  6.83e-03    8.9e-06
 233200    1.28e-02  1.07e-02    1.73e-04  1.78e-04    7.67e-03  6.40e-03    8.9e-06
 233300    1.27e-02  1.26e-02    1.40e-04  1.21e-04    7.61e-03  7.58e-03    8.9e-06
 233400    1.29e-02  1.11e-02    1.44e-04  1.68e-04    7.73e-03  6.65e-03    8.9e-06
 233500    1.26e-02  1.19e-02    1.35e-04  1.56e-04    7.57e-03  7.11e-03    8.9e-06
 233600    1.27e-02  1.11e-02    1.45e-04  1.21e-04    7.62e-03  6.67e-03    8.9e-06
 233700    1.23e-02  1.07e-02    1.77e-04  1.66e-04    7.40e-03  6.44e-03    8.9e-06
 233800    1.26e-02  1.12e-02    1.66e-04  8.41e-04    7.54e-03  6.59e-03    8.9e-06
 233900    1.25e-02  1.08e-02    1.72e-04  1.63e-04    7.52e-03  6.49e-03    8.9e-06
 234000    1.26e-02  1.10e-02    2.62e-04  2.02e-04    7.55e-03  6.60e-03    8.9e-06
 234100    1.26e-02  1.04e-02    1.43e-04  1.39e-04    7.57e-03  6.25e-03    8.9e-06
 234200    1.25e-02  1.12e-02    1.67e-04  1.90e-04    7.49e-03  6.72e-03    8.9e-06
 234300    1.26e-02  1.12e-02    1.50e-04  1.90e-04    7.58e-03  6.74e-03    8.9e-06
 234400    1.26e-02  9.94e-03    1.47e-04  1.89e-04    7.53e-03  5.96e-03    8.9e-06
 234500    1.25e-02  1.06e-02    1.60e-04  1.56e-04    7.50e-03  6.36e-03    8.9e-06
 234600    1.28e-02  1.11e-02    1.60e-04  1.22e-04    7.68e-03  6.66e-03    8.9e-06
 234700    1.26e-02  1.04e-02    1.90e-04  1.48e-04    7.55e-03  6.23e-03    8.9e-06
 234800    1.27e-02  1.15e-02    1.54e-04  1.40e-04    7.61e-03  6.93e-03    8.9e-06
 234900    1.24e-02  1.06e-02    2.05e-04  2.05e-04    7.42e-03  6.38e-03    8.9e-06
 235000    1.26e-02  1.20e-02    2.04e-04  1.44e-04    7.56e-03  7.23e-03    8.9e-06
 235100    1.26e-02  1.08e-02    1.41e-04  1.94e-04    7.54e-03  6.47e-03    8.9e-06
 235200    1.26e-02  1.12e-02    1.37e-04  2.14e-04    7.57e-03  6.72e-03    8.9e-06
 235300    1.26e-02  1.03e-02    1.43e-04  2.22e-04    7.57e-03  6.19e-03    8.9e-06
 235400    1.26e-02  1.24e-02    1.57e-04  1.36e-04    7.57e-03  7.43e-03    8.9e-06
 235500    1.26e-02  1.08e-02    1.62e-04  1.69e-04    7.53e-03  6.49e-03    8.9e-06
 235600    1.25e-02  1.37e-02    1.42e-04  2.23e-04    7.48e-03  8.22e-03    8.9e-06
 235700    1.25e-02  1.21e-02    1.49e-04  1.47e-04    7.50e-03  7.23e-03    8.9e-06
 235800    1.26e-02  9.75e-03    1.63e-04  1.86e-04    7.58e-03  5.85e-03    8.9e-06
 235900    1.26e-02  1.11e-02    1.57e-04  1.95e-04    7.55e-03  6.63e-03    8.9e-06
 236000    1.26e-02  1.13e-02    1.46e-04  1.59e-04    7.54e-03  6.77e-03    8.9e-06
 236100    1.26e-02  1.30e-02    1.43e-04  1.31e-04    7.53e-03  7.81e-03    8.9e-06
 236200    1.26e-02  1.28e-02    1.32e-04  1.11e-04    7.56e-03  7.66e-03    8.9e-06
 236300    1.26e-02  1.15e-02    1.30e-04  1.68e-04    7.53e-03  6.87e-03    8.9e-06
 236400    1.25e-02  1.17e-02    1.38e-04  1.26e-04    7.49e-03  7.01e-03    8.9e-06
 236500    1.28e-02  1.28e-02    1.80e-04  2.57e-04    7.68e-03  7.66e-03    8.9e-06
 236600    1.25e-02  1.06e-02    1.36e-04  1.26e-04    7.52e-03  6.35e-03    8.9e-06
 236700    1.27e-02  1.23e-02    1.84e-04  1.37e-04    7.61e-03  7.41e-03    8.9e-06
 236800    1.27e-02  1.10e-02    1.44e-04  1.63e-04    7.59e-03  6.62e-03    8.9e-06
 236900    1.25e-02  1.07e-02    1.34e-04  1.67e-04    7.50e-03  6.41e-03    8.9e-06
 237000    1.25e-02  1.08e-02    1.78e-04  1.86e-04    7.52e-03  6.46e-03    8.9e-06
 237100    1.25e-02  1.07e-02    1.48e-04  1.96e-04    7.51e-03  6.42e-03    8.9e-06
 237200    1.26e-02  1.15e-02    1.61e-04  2.61e-04    7.55e-03  6.87e-03    8.9e-06
 237300    1.26e-02  1.26e-02    1.40e-04  2.29e-04    7.57e-03  7.55e-03    8.9e-06
 237400    1.27e-02  1.21e-02    1.47e-04  1.60e-04    7.63e-03  7.28e-03    8.9e-06
 237500    1.26e-02  1.18e-02    1.25e-04  8.08e-04    7.54e-03  6.95e-03    8.9e-06
 237600    1.25e-02  1.08e-02    1.44e-04  1.44e-04    7.53e-03  6.48e-03    8.9e-06
 237700    1.24e-02  8.93e-03    1.57e-04  1.53e-04    7.47e-03  5.35e-03    8.9e-06
 237800    1.23e-02  1.13e-02    1.72e-04  2.48e-04    7.40e-03  6.74e-03    8.9e-06
 237900    1.25e-02  1.21e-02    1.58e-04  1.69e-04    7.50e-03  7.28e-03    8.9e-06
 238000    1.26e-02  1.15e-02    1.25e-04  1.87e-04    7.55e-03  6.90e-03    8.9e-06
 238100    1.30e-02  1.16e-02    1.66e-04  1.67e-04    7.78e-03  6.93e-03    8.9e-06
 238200    1.26e-02  1.10e-02    1.44e-04  2.33e-04    7.57e-03  6.59e-03    8.9e-06
 238300    1.25e-02  1.21e-02    1.38e-04  1.84e-04    7.51e-03  7.26e-03    8.9e-06
 238400    1.26e-02  1.13e-02    1.25e-04  1.70e-04    7.55e-03  6.75e-03    8.9e-06
 238500    1.25e-02  1.24e-02    1.32e-04  2.37e-04    7.51e-03  7.44e-03    8.9e-06
 238600    1.26e-02  9.76e-03    1.39e-04  1.41e-04    7.54e-03  5.85e-03    8.9e-06
 238700    1.25e-02  1.27e-02    1.39e-04  1.06e-04    7.51e-03  7.62e-03    8.9e-06
 238800    1.25e-02  1.18e-02    1.63e-04  2.22e-04    7.49e-03  7.09e-03    8.9e-06
 238900    1.24e-02  1.21e-02    1.35e-04  2.25e-04    7.42e-03  7.24e-03    8.9e-06
 239000    1.25e-02  1.26e-02    1.38e-04  1.38e-04    7.50e-03  7.54e-03    8.9e-06
 239100    1.24e-02  1.21e-02    1.34e-04  1.58e-04    7.46e-03  7.27e-03    8.9e-06
 239200    1.25e-02  1.02e-02    1.39e-04  1.45e-04    7.52e-03  6.10e-03    8.9e-06
 239300    1.25e-02  1.08e-02    1.80e-04  2.06e-04    7.48e-03  6.47e-03    8.9e-06
 239400    1.25e-02  1.38e-02    1.60e-04  1.51e-04    7.51e-03  8.28e-03    8.9e-06
 239500    1.26e-02  1.17e-02    1.48e-04  1.58e-04    7.58e-03  7.03e-03    8.9e-06
 239600    1.26e-02  1.22e-02    1.65e-04  1.95e-04    7.58e-03  7.29e-03    8.9e-06
 239700    1.26e-02  1.17e-02    1.78e-04  1.99e-04    7.57e-03  6.99e-03    8.9e-06
 239800    1.27e-02  1.07e-02    1.43e-04  1.46e-04    7.61e-03  6.40e-03    8.9e-06
 239900    1.26e-02  1.10e-02    1.44e-04  1.70e-04    7.57e-03  6.59e-03    8.9e-06
 240000    1.08e-02  1.08e-02    1.59e-04  1.90e-04    7.60e-03  7.64e-03    5.0e-06
 240100    1.07e-02  1.04e-02    1.42e-04  1.39e-04    7.55e-03  7.32e-03    5.0e-06
 240200    1.05e-02  9.90e-03    1.31e-04  2.32e-04    7.45e-03  6.99e-03    5.0e-06
 240300    1.07e-02  9.77e-03    1.41e-04  2.22e-04    7.59e-03  6.90e-03    5.0e-06
 240400    1.07e-02  1.09e-02    1.54e-04  1.56e-04    7.57e-03  7.71e-03    5.0e-06
 240500    1.05e-02  1.02e-02    1.39e-04  1.29e-04    7.45e-03  7.21e-03    5.0e-06
 240600    1.06e-02  9.92e-03    1.30e-04  1.89e-04    7.48e-03  7.00e-03    5.0e-06
 240700    1.07e-02  8.48e-03    1.69e-04  1.28e-04    7.54e-03  5.99e-03    5.0e-06
 240800    1.06e-02  1.01e-02    1.63e-04  1.41e-04    7.48e-03  7.17e-03    5.0e-06
 240900    1.07e-02  9.23e-03    1.59e-04  1.61e-04    7.57e-03  6.52e-03    5.0e-06
 241000    1.06e-02  9.72e-03    1.32e-04  1.28e-04    7.52e-03  6.87e-03    5.0e-06
 241100    1.07e-02  9.23e-03    1.67e-04  1.29e-04    7.55e-03  6.52e-03    5.0e-06
 241200    1.07e-02  9.84e-03    1.33e-04  1.83e-04    7.53e-03  6.95e-03    5.0e-06
 241300    1.06e-02  9.53e-03    1.98e-04  1.57e-04    7.50e-03  6.74e-03    5.0e-06
 241400    1.07e-02  9.61e-03    1.36e-04  1.29e-04    7.58e-03  6.79e-03    5.0e-06
 241500    1.06e-02  9.83e-03    1.47e-04  1.28e-04    7.50e-03  6.95e-03    5.0e-06
 241600    1.06e-02  1.17e-02    1.32e-04  1.68e-04    7.50e-03  8.27e-03    5.0e-06
 241700    1.06e-02  9.21e-03    1.39e-04  1.48e-04    7.47e-03  6.51e-03    5.0e-06
 241800    1.06e-02  9.22e-03    1.81e-04  1.40e-04    7.51e-03  6.52e-03    5.0e-06
 241900    1.06e-02  1.02e-02    1.32e-04  7.86e-05    7.46e-03  7.21e-03    5.0e-06
 242000    1.06e-02  9.93e-03    1.36e-04  4.13e-04    7.47e-03  6.98e-03    5.0e-06
 242100    1.07e-02  9.44e-03    1.31e-04  1.58e-04    7.53e-03  6.67e-03    5.0e-06
 242200    1.07e-02  8.77e-03    1.77e-04  9.27e-05    7.55e-03  6.20e-03    5.0e-06
 242300    1.08e-02  8.56e-03    1.36e-04  1.08e-04    7.61e-03  6.05e-03    5.0e-06
 242400    1.06e-02  8.47e-03    1.52e-04  1.90e-04    7.46e-03  5.98e-03    5.0e-06
 242500    1.07e-02  1.03e-02    1.47e-04  2.25e-04    7.59e-03  7.30e-03    5.0e-06
 242600    1.07e-02  1.04e-02    1.57e-04  7.61e-04    7.53e-03  7.20e-03    5.0e-06
 242700    1.09e-02  9.29e-03    1.49e-04  1.79e-04    7.71e-03  6.56e-03    5.0e-06
 242800    1.05e-02  1.07e-02    1.81e-04  1.66e-04    7.44e-03  7.59e-03    5.0e-06
 242900    1.07e-02  9.59e-03    1.46e-04  1.79e-04    7.57e-03  6.77e-03    5.0e-06
 243000    1.06e-02  9.68e-03    1.42e-04  1.57e-04    7.48e-03  6.84e-03    5.0e-06
 243100    1.07e-02  1.05e-02    1.42e-04  1.29e-04    7.56e-03  7.44e-03    5.0e-06
 243200    1.07e-02  1.02e-02    1.46e-04  1.82e-04    7.55e-03  7.18e-03    5.0e-06
 243300    1.07e-02  1.05e-02    1.42e-04  2.07e-04    7.57e-03  7.40e-03    5.0e-06
 243400    1.05e-02  1.03e-02    1.63e-04  1.73e-04    7.43e-03  7.25e-03    5.0e-06
 243500    1.07e-02  9.35e-03    1.62e-04  1.58e-04    7.53e-03  6.61e-03    5.0e-06
 243600    1.06e-02  9.52e-03    1.67e-04  1.79e-04    7.52e-03  6.72e-03    5.0e-06
 243700    1.07e-02  9.58e-03    1.43e-04  1.69e-04    7.54e-03  6.77e-03    5.0e-06
 243800    1.08e-02  9.14e-03    1.26e-04  1.87e-04    7.65e-03  6.45e-03    5.0e-06
 243900    1.08e-02  1.07e-02    1.33e-04  1.52e-04    7.62e-03  7.53e-03    5.0e-06
 244000    1.06e-02  1.02e-02    1.37e-04  1.17e-04    7.51e-03  7.24e-03    5.0e-06
 244100    1.08e-02  9.70e-03    1.62e-04  1.76e-04    7.62e-03  6.85e-03    5.0e-06
 244200    1.05e-02  8.45e-03    1.39e-04  1.06e-04    7.46e-03  5.97e-03    5.0e-06
 244300    1.08e-02  1.07e-02    1.69e-04  1.77e-04    7.65e-03  7.57e-03    5.0e-06
 244400    1.07e-02  1.02e-02    1.47e-04  7.59e-04    7.56e-03  7.04e-03    5.0e-06
 244500    1.06e-02  9.16e-03    1.36e-04  1.85e-04    7.51e-03  6.46e-03    5.0e-06
 244600    1.06e-02  8.26e-03    1.45e-04  1.49e-04    7.50e-03  5.84e-03    5.0e-06
 244700    1.07e-02  9.29e-03    1.69e-04  1.52e-04    7.59e-03  6.56e-03    5.0e-06
 244800    1.05e-02  9.85e-03    1.30e-04  1.98e-04    7.42e-03  6.95e-03    5.0e-06
 244900    1.07e-02  1.09e-02    1.68e-04  1.53e-04    7.53e-03  7.70e-03    5.0e-06
 245000    1.07e-02  9.43e-03    1.40e-04  1.60e-04    7.57e-03  6.66e-03    5.0e-06
 245100    1.07e-02  1.15e-02    1.25e-04  4.22e-04    7.54e-03  8.07e-03    5.0e-06
 245200    1.08e-02  9.75e-03    1.50e-04  1.12e-04    7.64e-03  6.89e-03    5.0e-06
 245300    1.07e-02  1.08e-02    1.37e-04  2.20e-04    7.54e-03  7.65e-03    5.0e-06
 245400    1.07e-02  9.86e-03    1.99e-04  1.93e-04    7.55e-03  6.96e-03    5.0e-06
 245500    1.08e-02  1.06e-02    1.70e-04  1.40e-04    7.65e-03  7.53e-03    5.0e-06
 245600    1.07e-02  1.11e-02    1.89e-04  1.38e-04    7.57e-03  7.87e-03    5.0e-06
